Date,Time,Open,High,Low,Close,Volume
2021.05.06,0:00,3447.57,3608.7,3377.92,3465.55,573406
2021.05.07,0:00,3471.2,3593.64,3351.54,3496.06,555023
2021.05.10,0:00,3918.56,4172.03,3866.55,4113.73,359260
2021.05.11,0:00,3961.2,4141.2,3899.9,4136.8,91612
2021.05.12,0:00,4143.7,4380.3,3935.1,4103.8,161418
2021.05.13,0:00,4091.7,4244.6,3542,3713.9,194567
2021.05.14,0:00,3710.7,4177.3,3610,3997.9,165302
2021.05.17,0:00,3540.3,3588.6,3114,3434.3,130400
2021.05.18,0:00,3431.2,3563.9,3194,3437.6,156128
2021.05.19,0:00,3443.1,3466.1,1894.7,2540.9,128552
2021.05.20,0:00,2553.3,2993.7,2155.9,2761.9,236214
2021.05.21,0:00,2733.5,2937.6,2246,2254.8,234173
2021.05.24,0:00,2064.2,2672,2042.3,2610.2,224042
2021.05.25,0:00,2628.2,2749.9,2381.9,2538.4,227581
2021.05.26,0:00,2555.6,2911.7,2526.7,2786.8,188837
2021.05.27,0:00,2798.5,2888.9,2637.4,2721,183840
2021.05.28,0:00,2713.8,2792.3,2416.5,2425.4,223824
2021.05.31,0:00,2423.7,2674.7,2270.9,2595.1,211990
2021.06.01,0:00,2603.9,2737.5,2522.3,2560.6,218567
2021.06.02,0:00,2566.3,2797.4,2547.2,2721.6,183184
2021.06.03,0:00,2723.3,2886.3,2657.7,2817.6,187053
2021.06.04,0:00,2811.9,2868.3,2546.1,2695.5,157264
2021.06.07,0:00,2703.7,2844.9,2624.8,2668.1,171813
2021.06.08,0:00,2655.1,2659.7,2301.9,2532.6,216762
2021.06.09,0:00,2523.6,2623.8,2403,2559.9,168672
2021.06.10,0:00,2558.3,2622.2,2422.7,2462.1,179455
2021.06.11,0:00,2460.5,2494.1,2363.5,2381.2,181183
2021.06.14,0:00,2522,2604.9,2456.5,2540.8,152807
2021.06.15,0:00,2556.2,2637.4,2501,2515.3,185457
2021.06.16,0:00,2520.4,2561.7,2372.9,2399.1,151784
2021.06.17,0:00,2393.5,2455.6,2299.8,2335.5,138185
2021.06.18,0:00,2335.6,2374.5,2134.6,2186.2,110242
2021.06.21,0:00,2258.5,2272.3,1886,1940.6,174009
2021.06.22,0:00,1928.3,1992.9,1695,1922.9,187552
2021.06.23,0:00,1927,2040.8,1817.8,1921.3,186027
2021.06.24,0:00,1928.1,2031.7,1879.4,1997.5,153029
2021.06.25,0:00,1994.4,2015.6,1786.6,1862.8,172026
2021.06.28,0:00,1813.8,2140.2,1807.7,2132.4,163242
2021.06.29,0:00,2124.5,2241.4,2056.3,2188.6,129947
2021.06.30,0:00,2186.2,2282,2084.2,2237.3,126467
2021.07.01,0:00,2237.6,2283.6,2061.7,2112.7,117282
2021.07.02,0:00,2121.3,2136,2013.2,2085.3,114317
2021.07.05,0:00,2349,2385.3,2153.4,2211.3,104919
2021.07.06,0:00,2220,2345.2,2189.6,2300.8,130005
2021.07.07,0:00,2297.5,2405.9,2267.3,2355,97181
2021.07.08,0:00,2354.3,2358.8,2121.1,2134.3,109922
2021.07.09,0:00,2132.7,2183.5,2044.9,2128.6,114685
2021.07.12,0:00,2124.8,2169,2001.4,2022.6,87879
2021.07.13,0:00,2022.8,2042.7,1911.7,1943.7,101899
2021.07.14,0:00,1948,2015.1,1860.9,1986.3,111410
2021.07.15,0:00,1988.9,2035.8,1875.9,1920.2,117907
2021.07.16,0:00,1918.7,1960.1,1844.4,1899.2,119182
2021.07.19,0:00,1887,1923.3,1799.3,1814.4,114499
2021.07.20,0:00,1815,1835.9,1713.1,1790.7,112342
2021.07.21,0:00,1789.8,2026.8,1748.4,1947.8,111834
2021.07.22,0:00,1939.1,2042.4,1935.4,2013.5,121549
2021.07.23,0:00,2013.2,2089.5,1986.5,2035.3,118412
2021.07.26,0:00,2152.3,2427.9,2150,2252.7,167572
2021.07.27,0:00,2242.9,2316.4,2147.1,2236.1,155556
2021.07.28,0:00,2239.8,2342.1,2236,2294.9,146909
2021.07.29,0:00,2288.7,2340.1,2262.4,2308.3,120815
2021.07.30,0:00,2309.3,2446.6,2300.1,2410.8,117115
2021.08.02,0:00,2658,2674.5,2502.4,2592.3,151309
2021.08.03,0:00,2598.4,2632.7,2438,2480.1,136385
2021.08.04,0:00,2483.5,2721.7,2452.3,2702.6,129209
2021.08.05,0:00,2708.1,2825.9,2526.3,2803.6,160871
2021.08.06,0:00,2805.4,2945.7,2716,2909.5,144603
2021.08.09,0:00,2994.6,3185.8,2889.1,3077.8,155301
2021.08.10,0:00,3080.2,3229.7,3030.4,3155.4,147292
2021.08.11,0:00,3154.7,3272.5,3115.9,3234.7,171832
2021.08.12,0:00,3228.7,3237.4,2975.4,3049.9,164748
2021.08.13,0:00,3065.6,3291.7,2982,3271.8,149988
2021.08.16,0:00,3263,3334.8,3128.7,3161.2,138440
2021.08.17,0:00,3157.7,3287.8,3008.9,3063.4,163711
2021.08.18,0:00,3059.9,3122.3,2947,3002.6,166859
2021.08.19,0:00,2998.7,3161.6,2953.5,3151.6,167953
2021.08.20,0:00,3153.9,3301,3141.9,3256.1,147286
2021.08.23,0:00,3147.9,3374.3,3139.5,3336.3,119171
2021.08.24,0:00,3335.6,3356,3141,3212.6,129697
2021.08.25,0:00,3214.5,3245.9,3072.9,3203.1,115949
2021.08.26,0:00,3211.2,3247.8,3048.8,3110.6,138124
2021.08.27,0:00,3119.6,3272.7,3057.9,3258.4,127921
2021.08.30,0:00,3236.9,3345.2,3138.7,3337.7,123126
2021.08.31,0:00,3334.2,3469.1,3183.7,3387.1,134319
2021.09.01,0:00,3381.4,3785.8,3366.9,3723.7,142761
2021.09.02,0:00,3725.9,3837.9,3718.8,3804.1,144128
2021.09.03,0:00,3806.3,4020.9,3704.2,3913.2,144263
2021.09.06,0:00,3973.3,3975.9,3860.9,3945.4,42628
2021.09.07,0:00,3943.8,3964.4,3004,3410.5,56885
2021.09.08,0:00,3414.9,3538.1,3212.1,3470.9,78190
2021.09.09,0:00,3486.9,3563.5,3388.6,3432.3,90591
2021.09.10,0:00,3426,3510.2,3202.3,3246,119927
2021.09.13,0:00,3312.2,3443,3107.6,3279.7,185737
2021.09.14,0:00,3298.7,3403.9,3258.6,3370.3,132605
2021.09.15,0:00,3371.4,3572.4,3327.2,3547,135291
2021.09.16,0:00,3558.2,3671.1,3477.8,3493.1,137564
2021.09.17,0:00,3501.9,3589.9,3353.1,3375.8,118963
2021.09.20,0:00,3357.7,3360,2908.2,3003,168351
2021.09.21,0:00,3024.8,3099,2744.5,2754.3,152003
2021.09.22,0:00,2755.5,3085.2,2645.9,3020.7,153241
2021.09.23,0:00,3013.4,3170.3,3008.6,3138.8,144488
2021.09.24,0:00,3135.8,3159.1,2763.8,2941.6,132653
2021.09.27,0:00,3076.9,3162.4,2948.9,2950.8,125559
2021.09.28,0:00,2955.6,3024.1,2798.5,2857.7,123689
2021.09.29,0:00,2859.3,2946.2,2777.4,2818.5,110285
2021.09.30,0:00,2826.2,3044.6,2799.7,2965.8,131322
2021.10.01,0:00,2966.7,3317.3,2962.4,3289.7,133885
2021.10.04,0:00,3417.7,3433.2,3266.5,3385.3,146140
2021.10.05,0:00,3387.6,3527.6,3350.5,3517.5,141464
2021.10.06,0:00,3520.1,3625.9,3332,3562.7,151751
2021.10.07,0:00,3562.8,3638.4,3466,3619.1,141078
2021.10.08,0:00,3616.4,3664.4,3528.2,3547.6,123232
2021.10.11,0:00,3502.8,3617.9,3367.3,3486.9,126613
2021.10.12,0:00,3487.7,3544.9,3397.4,3468.5,120448
2021.10.13,0:00,3470.7,3581.4,3405.8,3567.9,111998
2021.10.14,0:00,3573.1,3819.2,3562.3,3752.2,119153
2021.10.15,0:00,3759.1,3897.4,3728.9,3874.7,120900
2021.10.18,0:00,3692.2,3889,3670.2,3728.5,138179
2021.10.19,0:00,3725.5,3855.6,3709,3800.4,131532
2021.10.20,0:00,3797.8,4131.4,3794.5,4102.4,129037
2021.10.21,0:00,4102.6,4367.7,4002.9,4084.7,170369
2021.10.22,0:00,4094.2,4162.2,3883.4,3971.3,150605
2021.10.25,0:00,4064.2,4230.3,4055,4173.5,115580
2021.10.26,0:00,4172.3,4290.5,4123.3,4256.7,89938
2021.10.27,0:00,4258.7,4301,3933.8,3977,105654
2021.10.28,0:00,3971.5,4290.4,3888,4247,56766
2021.10.29,0:00,4243.3,4455.9,4205.4,4403.5,56540
2021.11.01,0:00,4264.5,4376.9,4144.2,4302.3,52077
2021.11.02,0:00,4292.5,4524.5,4274,4495.9,50321
2021.11.03,0:00,4495.9,4661.5,4450.9,4610.8,52192
2021.11.04,0:00,4612.4,4624,4416.8,4508.7,50427
2021.11.05,0:00,4510,4566,4434.8,4444.6,47499
2021.11.08,0:00,4623.5,4789.5,4583.3,4772.9,45596
2021.11.09,0:00,4771.2,4834.2,4710.3,4793.2,47899
2021.11.10,0:00,4787.5,4862.1,4461.2,4571.2,46798
2021.11.11,0:00,4545.4,4774.9,4545.4,4740.5,46178
2021.11.12,0:00,4736.2,4804.7,4504.5,4646.9,46427
2021.11.15,0:00,4573.2,4768,4540.9,4574.6,42008
2021.11.16,0:00,4561,4582.7,4100,4249.3,56111
2021.11.17,0:00,4255.3,4292.8,4062.4,4240.6,56841
2021.11.18,0:00,4252,4340.2,3956,4006.6,56871
2021.11.19,0:00,4020.7,4302.5,3953,4267.1,56401
2021.11.22,0:00,4352.1,4355,4018.2,4070.9,55981
2021.11.23,0:00,4067.2,4380.2,4055.7,4344.4,54905
2021.11.24,0:00,4346.7,4368.1,4157.92,4256.29,181041
2021.11.25,0:00,4276.92,4531.05,4229.53,4497.49,295272
2021.11.26,0:00,4497.86,4552.02,3906,4058.4,397420
2021.11.29,0:00,4273.07,4458.6,4213.87,4449.7,320193
2021.11.30,0:00,4453.15,4752.42,4340.71,4626.5,356561
2021.12.01,0:00,4632.01,4780.16,4526.57,4562.11,321902
2021.12.02,0:00,4576,4632.2,4429.86,4543.76,365026
2021.12.03,0:00,4524.1,4655.87,4027.13,4210.58,329773
2021.12.06,0:00,4127.1,4351.43,3917.57,4312.91,376529
2021.12.07,0:00,4338.59,4426,4258.83,4285.93,288689
2021.12.08,0:00,4274.4,4453.07,4220.66,4414.98,274849
2021.12.09,0:00,4411.56,4487.37,4067.09,4160.59,305340
2021.12.10,0:00,4192.43,4226.03,3921.55,3989.93,374202
2021.12.13,0:00,4119.04,4167.87,3659.53,3764.92,390823
2021.12.14,0:00,3753.33,3877.78,3680.45,3846.47,375730
2021.12.15,0:00,3837.78,4090.22,3634.17,4059.41,433944
2021.12.16,0:00,4053.15,4111.02,3973.61,4027.55,409760
2021.12.17,0:00,4003.7,4020.15,3688.11,3896.69,459737
2021.12.20,0:00,3920.75,3988.11,3749.52,3908.73,466352
2021.12.21,0:00,3917.83,4060.4,3882.54,4020.69,443937
2021.12.22,0:00,4019.59,4072.29,3925.03,4012.06,466739
2021.12.23,0:00,4011.35,4150.79,3886.37,4110.7,432772
2021.12.24,0:00,4110.64,4133.76,4036,4061.66,379525
2021.12.27,0:00,4077.13,4124.38,4029.78,4048.99,336692
2021.12.28,0:00,4055.15,4071.19,3753.43,3803.11,427186
2021.12.29,0:00,3806.04,3824.05,3689.39,3722.2,390978
2021.12.30,0:00,3711.33,3765.83,3577.81,3732.32,371066
2021.12.31,0:00,3732.01,3810.89,3615.92,3685.36,387917
2022.01.03,0:00,3770,3848.1,3674.56,3718.89,441524
2022.01.04,0:00,3720.05,3889.5,3708.2,3821.41,384230
2022.01.05,0:00,3817.48,3844.01,3546,3547.52,413945
2022.01.06,0:00,3554.6,3565.02,3289.95,3423.89,458618
2022.01.07,0:00,3424.59,3432.47,3040.61,3210.92,464342
2022.01.10,0:00,3184.9,3196.99,2918.71,3070.86,466807
2022.01.11,0:00,3078.98,3259.87,3048.87,3228.39,381336
2022.01.12,0:00,3229.04,3409.53,3201.98,3364.54,386441
2022.01.13,0:00,3361.89,3407.82,3228.58,3267.28,403820
2022.01.14,0:00,3267.44,3340.04,3184.63,3329.43,395469
2022.01.17,0:00,3336.08,3361.85,3148.28,3160.84,351252
2022.01.18,0:00,3154.89,3241.93,3077.05,3159.66,423133
2022.01.19,0:00,3155.49,3189.49,3042.66,3110.49,413151
2022.01.20,0:00,3106.58,3268.5,3070.57,3075.59,341350
2022.01.21,0:00,3088.01,3096.91,2553,2601.63,562494
2022.01.24,0:00,2418.94,2543.69,2151.47,2438.72,542457
2022.01.25,0:00,2443.06,2505.57,2344.01,2408.59,487069
2022.01.26,0:00,2418.55,2715.75,2400.59,2414,494225
2022.01.27,0:00,2417.71,2518.36,2311.92,2355.47,438108
2022.01.28,0:00,2346.33,2547.28,2324.07,2531.2,482294
2022.01.31,0:00,2556.46,2703.38,2473.96,2677.32,384452
2022.02.01,0:00,2678.34,2810.24,2670.52,2787.73,404771
2022.02.02,0:00,2797.82,2808.66,2603.77,2644.75,398557
2022.02.03,0:00,2649.74,2723.86,2572.46,2656.67,411320
2022.02.04,0:00,2651.8,2976.3,2637.72,2951.48,440141
2022.02.07,0:00,2994.29,3186.19,2980.2,3148.52,391479
2022.02.08,0:00,3148.51,3230.93,3023.6,3112.21,367367
2022.02.09,0:00,3108.26,3271.01,3051.73,3227.89,400640
2022.02.10,0:00,3229.62,3280.83,3081.74,3111.58,422223
2022.02.11,0:00,3107.55,3136.89,2902.31,2922.69,424205
2022.02.14,0:00,2875.13,2962.28,2827.87,2910.92,480298
2022.02.15,0:00,2916.3,3145.85,2908.48,3093.68,519619
2022.02.16,0:00,3096.95,3194.18,3040.5,3137.93,511222
2022.02.17,0:00,3131.97,3158.02,2847.34,2891.32,584520
2022.02.18,0:00,2886.04,2941.63,2747.26,2778.5,524559
2022.02.21,0:00,2605.73,2755.91,2565.74,2571.06,580742
2022.02.22,0:00,2573.25,2662.71,2497,2602.82,536940
2022.02.23,0:00,2607.76,2751.17,2587.25,2614.67,367723
2022.02.24,0:00,2617.71,2726.09,2294.78,2632.08,578602
2022.02.25,0:00,2616.28,2743.18,2540.72,2704.86,475925
2022.02.28,0:00,2602.62,2835.91,2565.36,2816.53,476052
2022.03.01,0:00,2824.46,3035.52,2819.21,2952.27,487264
2022.03.02,0:00,2944.06,3040.38,2910.02,2971.17,427757
2022.03.03,0:00,2975.17,2985.43,2781.05,2801.53,351494
2022.03.04,0:00,2823.14,2845.95,2594.37,2603.01,354752
2022.03.07,0:00,2625.77,2644.6,2441.08,2479.27,395656
2022.03.08,0:00,2487.11,2620.41,2476.48,2553.6,402017
2022.03.09,0:00,2554.57,2770.06,2554.06,2703.93,382821
2022.03.10,0:00,2706.78,2732.14,2542.01,2599.42,348748
2022.03.11,0:00,2584.58,2674.26,2519,2566.83,326604
2022.03.14,0:00,2539.28,2605.69,2486.82,2520.18,282599
2022.03.15,0:00,2520.48,2667.48,2501.83,2621.4,276104
2022.03.16,0:00,2613.17,2785.89,2600.33,2769.62,376651
2022.03.17,0:00,2769.77,2834.32,2739.73,2803.46,254484
2022.03.18,0:00,2801.18,2982.6,2763.81,2945.65,258961
2022.03.21,0:00,2855.94,2958.43,2828.32,2905.47,284394
2022.03.22,0:00,2905.87,3049.28,2872.77,2999.57,295443
2022.03.23,0:00,2993.68,3042.42,2916.56,2978.62,252838
2022.03.24,0:00,2977.27,3126.06,2967.81,3101.5,301052
2022.03.25,0:00,3101.03,3190.59,3071.81,3122.44,296066
2022.03.28,0:00,3225.3,3427.65,3218.87,3413.74,241231
2022.03.29,0:00,3416.11,3480.29,3312.35,3395.12,291432
2022.03.30,0:00,3390.19,3444.06,3329.67,3411.31,295164
2022.03.31,0:00,3402.53,3442.75,3257.27,3296.11,412394
2022.04.01,0:00,3294.32,3478.6,3207.07,3438.9,316119
2022.04.04,0:00,3490.78,3577.43,3403.43,3505.89,349878
2022.04.05,0:00,3516.8,3552.03,3410.2,3440.02,304660
2022.04.06,0:00,3423.99,3458.94,3167.82,3229.87,351341
2022.04.07,0:00,3215.15,3265.87,3136.3,3235.29,407756
2022.04.08,0:00,3223.08,3310.48,3185.5,3246.04,420272
2022.04.11,0:00,3285.23,3285.52,2964.88,2989.06,318180
2022.04.12,0:00,2993.19,3082.21,2941.12,2983.68,342703
2022.04.13,0:00,2990.24,3114.06,2981.66,3101.55,316061
2022.04.14,0:00,3095.88,3140.68,2971.29,3009.74,323802
2022.04.15,0:00,3008.72,3042.54,3003.07,3025.64,66824
